Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Revenue,DeliveryDays,ShippingBuckets
2/17/2024,Central,Monitor,14,485.21,Store A,Retail,0,Frank,6792.94,Online,FREESHIP,0,REG100542,Cust 3030,41.72,2/17/2024,2/23/2024,Cameron,6792.94,6,High
1/25/2024,South,Monitor,9,372.44,Store A,Wholesale,0.05,Diana,3184.362,Gift Card,FREESHIP,0,REG100543,Cust 5896,41.87,1/25/2024,02-02-2024,Sophie,3184.362,8,High
6/25/2023,North,Desk,15,365.61,Store D,Retail,0.15,Bob,4661.5275,Cash,FREESHIP,0,REG100545,Cust 9510,35.84,6/25/2023,6/27/2023,Ryan,4661.5275,2,Upper Medium
4/17/2023,South,Laptop,20,353.97,Store B,Wholesale,0.15,Frank,6017.49,Cash,WINTER15,1,REG100546,Cust 7637,22.05,4/17/2023,4/20/2023,Sophie,0,3,Medium
2/17/2025,South,Chair,2,98.35,Store C,Retail,0,Eva,196.7,Debit Card,FREESHIP,0,REG100549,Cust 5172,28.65,2/17/2025,2/19/2025,Sophie,196.7,2,Medium
12/21/2023,South,Phone,19,30.41,Store D,Retail,0.05,Frank,548.9005,Debit Card,FREESHIP,0,REG100551,Cust 6809,48.33,12/21/2023,12/31/2023,Sophie,548.9005,10,High
7/13/2024,North,Monitor,15,368.79,Store C,Wholesale,0.1,Bob,4978.665,Gift Card,WINTER15,0,REG100552,Cust 7540,16.9,7/13/2024,7/15/2024,Ryan,4978.665,2,Lower Medium
3/23/2024,West,Monitor,4,56.06,Store D,Retail,0.15,Carlos,190.604,Cash,SAVE10,0,REG100553,Cust 6888,10.77,3/23/2024,04-01-2024,Wendy,190.604,9,Lower Medium
5/20/2025,Central,Tablet,9,380.85,Store B,Wholesale,0,Carlos,3427.65,Cash,FREESHIP,0,REG100555,Cust 4196,33.4,5/20/2025,5/29/2025,Cameron,3427.65,9,Upper Medium
1/19/2025,South,Chair,11,587.21,Store C,Wholesale,0,Carlos,6459.31,Debit Card,WINTER15,0,REG100556,Cust 6596,34.32,1/19/2025,1/26/2025,Sophie,6459.31,7,Upper Medium
10/28/2023,East,Printer,3,410.23,Store A,Wholesale,0.15,Diana,1046.0865,Credit Card,FREESHIP,0,REG100558,Cust 1518,6.04,10/28/2023,11-03-2023,Eric,1046.0865,6,Low
11/17/2024,South,Monitor,9,503.18,Store B,Wholesale,0,Diana,4528.62,Gift Card,SAVE10,1,REG100560,Cust 1947,46.02,11/17/2024,11/24/2024,Sophie,0,7,High
1/24/2024,Central,Monitor,17,155.31,Store C,Retail,0.15,Bob,2244.2295,Credit Card,WINTER15,0,REG100561,Cust 7332,27.1,1/24/2024,1/29/2024,Cameron,2244.2295,5,Medium
6/19/2023,North,Chair,7,303.79,Store D,Wholesale,0.15,Frank,1807.5505,Credit Card,SAVE10,0,REG100562,Cust 7314,38.85,6/19/2023,6/29/2023,Ryan,1807.5505,10,Upper Medium
1/24/2024,East,Phone,4,179.92,Store D,Retail,0.1,Diana,647.712,Online,WINTER15,0,REG100564,Cust 2964,35.26,1/24/2024,02-01-2024,Eric,647.712,8,Upper Medium
01-06-2025,South,Printer,2,264,Store D,Retail,0,Bob,528,Gift Card,SAVE10,0,REG100565,Cust 5381,26.73,01-06-2025,1/14/2025,Sophie,528,8,Medium
01-02-2025,Central,Laptop,4,403.97,Store A,Wholesale,0.05,Alice,1535.086,Cash,WINTER15,0,REG100566,Cust 5436,39.92,01-02-2025,01-09-2025,Cameron,1535.086,7,Upper Medium
02-06-2025,East,Desk,2,93.49,Store A,Wholesale,0.1,Alice,168.282,Debit Card,WINTER15,0,REG100568,Cust 4380,26.31,02-06-2025,2/16/2025,Eric,168.282,10,Medium
9/26/2024,East,Desk,11,144.29,Store B,Retail,0.05,Bob,1507.8305,Credit Card,WINTER15,0,REG100569,Cust 7054,11.91,9/26/2024,9/30/2024,Eric,1507.8305,4,Lower Medium
3/28/2025,North,Chair,18,553.23,Store D,Wholesale,0,Frank,9958.14,Cash,FREESHIP,0,REG100570,Cust 1375,31.76,3/28/2025,04-01-2025,Ryan,9958.14,4,Upper Medium
07-01-2023,East,Chair,9,228.3,Store B,Retail,0.05,Eva,1951.965,Debit Card,FREESHIP,0,REG100571,Cust 5698,8.75,07-01-2023,07-09-2023,Eric,1951.965,8,Low
4/29/2023,West,Desk,7,235.94,Store D,Wholesale,0.1,Alice,1486.422,Gift Card,FREESHIP,0,REG100572,Cust 3259,8.44,4/29/2023,05-04-2023,Wendy,1486.422,5,Low
3/14/2024,West,Phone,8,142.09,Store A,Wholesale,0,Eva,1136.72,Credit Card,WINTER15,0,REG100574,Cust 7035,38.97,3/14/2024,3/20/2024,Wendy,1136.72,6,Upper Medium
6/27/2023,Central,Chair,3,497.61,Store B,Wholesale,0.15,Alice,1268.9055,Cash,FREESHIP,1,REG100575,Cust 9049,13.97,6/27/2023,07-02-2023,Cameron,0,5,Lower Medium
8/30/2023,Central,Printer,8,55.27,Store A,Wholesale,0.15,Bob,375.836,Cash,WINTER15,0,REG100577,Cust 3447,16.84,8/30/2023,09-01-2023,Cameron,375.836,2,Lower Medium
9/21/2024,Central,Laptop,13,75.77,Store B,Wholesale,0.15,Frank,837.2585,Debit Card,SAVE10,0,REG100580,Cust 6709,41.94,9/21/2024,9/30/2024,Cameron,837.2585,9,High
12/26/2024,West,Tablet,5,307.84,Store B,Wholesale,0.1,Bob,1385.28,Online,SAVE10,0,REG100581,Cust 8727,13.61,12/26/2024,01-03-2025,Wendy,1385.28,8,Lower Medium
3/14/2025,East,Phone,4,23.27,Store C,Wholesale,0.15,Diana,79.118,Online,SAVE10,0,REG100585,Cust 4270,32.86,3/14/2025,3/21/2025,Eric,79.118,7,Upper Medium
4/19/2024,West,Tablet,10,278.45,Store D,Wholesale,0,Eva,2784.5,Credit Card,SAVE10,0,REG100587,Cust 7414,11.13,4/19/2024,4/25/2024,Wendy,2784.5,6,Lower Medium
12-08-2023,North,Monitor,14,382.19,Store B,Wholesale,0.05,Frank,5083.127,Cash,FREESHIP,1,REG100588,Cust 5051,49.12,12-08-2023,12-11-2023,Ryan,0,3,High
3/15/2023,North,Monitor,14,232.49,Store D,Wholesale,0.05,Diana,3092.117,Online,SAVE10,1,REG100589,Cust 5975,5.32,3/15/2023,3/19/2023,Ryan,0,4,Low
02-07-2025,South,Laptop,17,15.01,Store D,Wholesale,0.15,Diana,216.8945,Debit Card,SAVE10,1,REG100590,Cust 6948,22,02-07-2025,2/13/2025,Sophie,0,6,Medium
6/27/2025,North,Monitor,11,29.41,Store D,Retail,0.05,Carlos,307.3345,Credit Card,SAVE10,0,REG100591,Cust 8253,6.16,6/27/2025,07-02-2025,Ryan,307.3345,5,Low
12/17/2024,Central,Tablet,1,486.19,Store B,Retail,0.05,Frank,461.8805,Online,SAVE10,0,REG100592,Cust 7238,41.73,12/17/2024,12/20/2024,Cameron,461.8805,3,High
07-11-2023,West,Printer,5,569.62,Store C,Wholesale,0,Diana,2848.1,Debit Card,FREESHIP,0,REG100597,Cust 6104,48.8,07-11-2023,7/13/2023,Wendy,2848.1,2,High
1/31/2025,South,Tablet,19,90.85,Store C,Retail,0.05,Alice,1639.8425,Credit Card,SAVE10,0,REG100598,Cust 6407,22.28,1/31/2025,02-06-2025,Sophie,1639.8425,6,Medium
02-04-2023,South,Chair,2,296.91,Store A,Wholesale,0.05,Carlos,564.129,Debit Card,WINTER15,0,REG100599,Cust 3573,44.35,02-04-2023,02-07-2023,Sophie,564.129,3,High
09-02-2023,South,Printer,2,6.19,Store B,Retail,0.1,Frank,11.142,Credit Card,FREESHIP,1,REG100600,Cust 5280,47.24,09-02-2023,09-12-2023,Sophie,0,10,High
12/13/2024,Central,Monitor,18,207.35,Store D,Wholesale,0.15,Alice,3172.455,Debit Card,FREESHIP,0,REG100601,Cust 2365,11.17,12/13/2024,12/15/2024,Cameron,3172.455,2,Lower Medium
10-03-2024,South,Monitor,3,136.15,Store A,Retail,0.1,Diana,367.605,Gift Card,SAVE10,0,REG100603,Cust 6539,48.38,10-03-2024,10-07-2024,Sophie,367.605,4,High
4/28/2024,Central,Desk,5,544.66,Store B,Retail,0.1,Diana,2450.97,Online,SAVE10,0,REG100604,Cust 1656,8.39,4/28/2024,05-04-2024,Cameron,2450.97,6,Low
02-07-2024,Central,Desk,8,561.9,Store A,Retail,0.15,Bob,3820.92,Online,FREESHIP,1,REG100605,Cust 1932,15.97,02-07-2024,2/14/2024,Cameron,0,7,Lower Medium
02-08-2023,South,Chair,20,313.47,Store C,Retail,0.15,Alice,5328.99,Online,FREESHIP,0,REG100606,Cust 7367,18.17,02-08-2023,02-11-2023,Sophie,5328.99,3,Lower Medium
6/17/2023,South,Phone,1,418.45,Store C,Retail,0.15,Diana,355.6825,Cash,WINTER15,0,REG100607,Cust 1116,35.58,6/17/2023,6/19/2023,Sophie,355.6825,2,Upper Medium
7/29/2024,West,Monitor,8,420.75,Store B,Wholesale,0.1,Bob,3029.4,Online,SAVE10,1,REG100608,Cust 4464,44.61,7/29/2024,08-01-2024,Wendy,0,3,High
1/29/2024,West,Printer,16,514.36,Store D,Wholesale,0,Alice,8229.76,Online,SAVE10,0,REG100609,Cust 2543,40.75,1/29/2024,02-01-2024,Wendy,8229.76,3,High
1/18/2024,East,Phone,2,297.2,Store B,Retail,0.1,Frank,534.96,Gift Card,FREESHIP,0,REG100610,Cust 7948,8.71,1/18/2024,1/23/2024,Eric,534.96,5,Low
4/16/2025,West,Monitor,8,583.17,Store D,Wholesale,0.1,Frank,4198.824,Credit Card,WINTER15,0,REG100612,Cust 2800,49.18,4/16/2025,4/20/2025,Wendy,4198.824,4,High
2/26/2023,Central,Desk,16,75.62,Store D,Retail,0.1,Diana,1088.928,Cash,WINTER15,0,REG100613,Cust 3863,27.39,2/26/2023,03-02-2023,Cameron,1088.928,4,Medium
01-07-2023,East,Desk,13,561.62,Store C,Wholesale,0.05,Frank,6936.007,Gift Card,FREESHIP,0,REG100614,Cust 8391,12.91,01-07-2023,01-11-2023,Eric,6936.007,4,Lower Medium
10/24/2023,South,Desk,5,359.61,Store A,Retail,0,Bob,1798.05,Online,FREESHIP,0,REG100615,Cust 6711,41.31,10/24/2023,11-03-2023,Sophie,1798.05,10,High
9/17/2024,South,Laptop,12,596.26,Store D,Wholesale,0.15,Eva,6081.852,Gift Card,WINTER15,0,REG100617,Cust 7937,28.27,9/17/2024,9/25/2024,Sophie,6081.852,8,Medium
05-05-2024,Central,Tablet,19,401.68,Store C,Wholesale,0.05,Alice,7250.324,Debit Card,WINTER15,1,REG100618,Cust 5972,37.77,05-05-2024,05-11-2024,Cameron,0,6,Upper Medium
5/14/2024,West,Phone,6,370.08,Store D,Retail,0.15,Alice,1887.408,Online,SAVE10,0,REG100620,Cust 5382,7.39,5/14/2024,5/22/2024,Wendy,1887.408,8,Low
5/19/2025,East,Phone,5,271.44,Store A,Wholesale,0.15,Diana,1153.62,Debit Card,FREESHIP,0,REG100622,Cust 1767,5.98,5/19/2025,5/27/2025,Eric,1153.62,8,Low
7/30/2024,West,Printer,12,533.77,Store D,Wholesale,0.15,Alice,5444.454,Cash,SAVE10,0,REG100624,Cust 5912,48.71,7/30/2024,08-04-2024,Wendy,5444.454,5,High
07-10-2024,South,Chair,20,504.22,Store D,Wholesale,0,Frank,10084.4,Online,WINTER15,0,REG100626,Cust 6107,14.61,07-10-2024,7/19/2024,Sophie,10084.4,9,Lower Medium
01-06-2023,East,Laptop,7,193.66,Store A,Wholesale,0.1,Diana,1220.058,Credit Card,FREESHIP,0,REG100627,Cust 3330,39.01,01-06-2023,1/15/2023,Eric,1220.058,9,Upper Medium
2/24/2024,South,Chair,3,270.83,Store B,Wholesale,0.1,Carlos,731.241,Online,SAVE10,1,REG100628,Cust 3604,17.2,2/24/2024,2/29/2024,Sophie,0,5,Lower Medium
12-11-2023,Central,Tablet,18,62.08,Store B,Retail,0,Diana,1117.44,Credit Card,SAVE10,1,REG100629,Cust 7412,8.67,12-11-2023,12/20/2023,Cameron,0,9,Low
2/19/2025,South,Printer,11,505.96,Store C,Wholesale,0.15,Eva,4730.726,Debit Card,FREESHIP,1,REG100630,Cust 5183,22.84,2/19/2025,2/23/2025,Sophie,0,4,Medium
3/18/2025,West,Tablet,4,62.46,Store D,Wholesale,0.15,Alice,212.364,Debit Card,WINTER15,0,REG100631,Cust 4825,31.91,3/18/2025,3/26/2025,Wendy,212.364,8,Upper Medium
12/23/2023,West,Tablet,18,60.66,Store A,Retail,0,Bob,1091.88,Online,FREESHIP,1,REG100633,Cust 8684,10.08,12/23/2023,12/28/2023,Wendy,0,5,Lower Medium
01-11-2025,East,Phone,20,400.05,Store D,Wholesale,0.1,Diana,7200.9,Debit Card,WINTER15,0,REG100635,Cust 1810,24.41,01-11-2025,1/13/2025,Eric,7200.9,2,Medium
4/21/2025,South,Printer,1,130.87,Store B,Retail,0.05,Diana,124.3265,Online,WINTER15,0,REG100636,Cust 2685,43.21,4/21/2025,4/24/2025,Sophie,124.3265,3,High
12/13/2023,Central,Tablet,11,133.08,Store A,Wholesale,0.15,Frank,1244.298,Credit Card,WINTER15,0,REG100637,Cust 7855,44.61,12/13/2023,12/22/2023,Cameron,1244.298,9,High
02-07-2024,East,Chair,13,448.68,Store B,Wholesale,0.1,Diana,5249.556,Credit Card,FREESHIP,1,REG100638,Cust 4101,16.82,02-07-2024,02-11-2024,Eric,0,4,Lower Medium
4/24/2024,North,Tablet,19,36.23,Store B,Wholesale,0,Diana,688.37,Debit Card,WINTER15,0,REG100639,Cust 7964,33.94,4/24/2024,4/27/2024,Ryan,688.37,3,Upper Medium
09-11-2023,West,Chair,14,113.77,Store C,Retail,0,Eva,1592.78,Cash,FREESHIP,0,REG100640,Cust 5857,25.35,09-11-2023,9/16/2023,Wendy,1592.78,5,Medium
06-09-2025,Central,Printer,2,89.6,Store A,Retail,0,Diana,179.2,Gift Card,FREESHIP,0,REG100641,Cust 7010,23.69,06-09-2025,06-12-2025,Cameron,179.2,3,Medium
06-06-2025,East,Desk,3,391.92,Store A,Wholesale,0.15,Alice,999.396,Debit Card,SAVE10,0,REG100642,Cust 7917,9.86,06-06-2025,6/16/2025,Eric,999.396,10,Low
12/23/2024,South,Chair,10,418.93,Store C,Wholesale,0.1,Bob,3770.37,Credit Card,FREESHIP,0,REG100643,Cust 8111,45.63,12/23/2024,12/28/2024,Sophie,3770.37,5,High
8/27/2023,East,Monitor,12,303.09,Store B,Wholesale,0,Alice,3637.08,Gift Card,WINTER15,1,REG100644,Cust 4715,5.48,8/27/2023,09-03-2023,Eric,0,7,Low
01-09-2023,East,Monitor,10,209.95,Store A,Wholesale,0.1,Eva,1889.55,Cash,WINTER15,0,REG100645,Cust 8720,10.99,01-09-2023,1/13/2023,Eric,1889.55,4,Lower Medium
4/22/2025,East,Laptop,8,283.63,Store C,Wholesale,0.1,Alice,2042.136,Cash,SAVE10,0,REG100646,Cust 8216,49.91,4/22/2025,4/25/2025,Eric,2042.136,3,High
1/21/2023,East,Monitor,9,475.38,Store A,Wholesale,0.1,Carlos,3850.578,Debit Card,SAVE10,0,REG100648,Cust 9888,39.98,1/21/2023,1/27/2023,Eric,3850.578,6,Upper Medium
4/26/2024,Central,Chair,12,591.92,Store D,Retail,0,Eva,7103.04,Debit Card,SAVE10,0,REG100649,Cust 4009,25.2,4/26/2024,05-06-2024,Cameron,7103.04,10,Medium
6/27/2023,North,Phone,7,93.23,Store B,Retail,0.05,Alice,619.9795,Credit Card,FREESHIP,1,REG100650,Cust 9489,6.47,6/27/2023,6/30/2023,Ryan,0,3,Low
01-01-2023,East,Tablet,15,298.71,Store C,Retail,0,Bob,4480.65,Debit Card,SAVE10,0,REG100651,Cust 2446,11.38,01-01-2023,01-08-2023,Eric,4480.65,7,Lower Medium
12/30/2023,West,Tablet,15,52.37,Store A,Retail,0.15,Diana,667.7175,Online,SAVE10,0,REG100652,Cust 4150,8.93,12/30/2023,01-02-2024,Wendy,667.7175,3,Low
7/27/2024,South,Laptop,8,493.09,Store A,Retail,0.05,Diana,3747.484,Credit Card,FREESHIP,0,REG100654,Cust 1023,11.49,7/27/2024,08-05-2024,Sophie,3747.484,9,Lower Medium
1/15/2024,South,Chair,6,291.58,Store B,Wholesale,0,Frank,1749.48,Credit Card,FREESHIP,0,REG100655,Cust 3748,30.25,1/15/2024,1/17/2024,Sophie,1749.48,2,Upper Medium
01-04-2024,West,Tablet,1,103.13,Store B,Wholesale,0,Bob,103.13,Online,FREESHIP,0,REG100656,Cust 4798,42.38,01-04-2024,1/14/2024,Wendy,103.13,10,High
02-09-2023,East,Monitor,1,541.9,Store A,Retail,0.05,Eva,514.805,Cash,WINTER15,0,REG100657,Cust 8305,40.35,02-09-2023,2/19/2023,Eric,514.805,10,High
6/20/2024,North,Phone,11,303.09,Store D,Wholesale,0.1,Diana,3000.591,Online,SAVE10,0,REG100658,Cust 3864,21.88,6/20/2024,6/24/2024,Ryan,3000.591,4,Medium
2/21/2023,Central,Desk,11,61.81,Store C,Retail,0.05,Bob,645.9145,Gift Card,WINTER15,0,REG100659,Cust 3459,47.95,2/21/2023,03-03-2023,Cameron,645.9145,10,High
11-03-2023,West,Monitor,11,119.84,Store D,Wholesale,0.1,Eva,1186.416,Online,SAVE10,0,REG100661,Cust 7509,16.64,11-03-2023,11-11-2023,Wendy,1186.416,8,Lower Medium
4/26/2024,South,Laptop,16,318.32,Store C,Wholesale,0.05,Diana,4838.464,Credit Card,FREESHIP,0,REG100662,Cust 1869,40.78,4/26/2024,05-01-2024,Sophie,4838.464,5,High
10-08-2024,South,Desk,9,446.49,Store D,Wholesale,0.15,Carlos,3415.6485,Cash,FREESHIP,0,REG100663,Cust 5943,5.77,10-08-2024,10/17/2024,Sophie,3415.6485,9,Low
01-09-2023,South,Desk,16,258.82,Store D,Retail,0.1,Diana,3727.008,Online,SAVE10,0,REG100664,Cust 8364,46.93,01-09-2023,1/17/2023,Sophie,3727.008,8,High
12/25/2023,North,Printer,9,272.68,Store D,Wholesale,0.05,Eva,2331.414,Online,SAVE10,0,REG100665,Cust 8401,16.43,12/25/2023,01-02-2024,Ryan,2331.414,8,Lower Medium
05-11-2024,Central,Monitor,12,438.77,Store C,Retail,0,Eva,5265.24,Debit Card,SAVE10,0,REG100666,Cust 4047,9.31,05-11-2024,5/20/2024,Cameron,5265.24,9,Low
11/23/2023,West,Tablet,18,267.63,Store B,Retail,0,Carlos,4817.34,Gift Card,SAVE10,0,REG100667,Cust 6019,44.48,11/23/2023,11/26/2023,Wendy,4817.34,3,High
12-10-2023,Central,Printer,6,115.94,Store A,Wholesale,0.05,Carlos,660.858,Credit Card,SAVE10,0,REG100668,Cust 8750,23.91,12-10-2023,12-12-2023,Cameron,660.858,2,Medium
02-03-2024,North,Printer,19,275.78,Store C,Retail,0,Frank,5239.82,Cash,SAVE10,0,REG100669,Cust 5782,47,02-03-2024,02-05-2024,Ryan,5239.82,2,High
11/24/2024,Central,Chair,12,255.93,Store B,Retail,0,Eva,3071.16,Cash,WINTER15,0,REG100670,Cust 4090,23.74,11/24/2024,12-04-2024,Cameron,3071.16,10,Medium
6/30/2023,West,Printer,18,485.3,Store D,Wholesale,0.05,Bob,8298.63,Debit Card,FREESHIP,1,REG100675,Cust 8696,47.77,6/30/2023,07-05-2023,Wendy,0,5,High
2/15/2023,West,Printer,19,414.31,Store A,Retail,0.1,Eva,7084.701,Credit Card,SAVE10,0,REG100676,Cust 1944,17.43,2/15/2023,2/19/2023,Wendy,7084.701,4,Lower Medium
10/31/2024,North,Tablet,17,83.26,Store A,Wholesale,0.15,Eva,1203.107,Cash,SAVE10,0,REG100678,Cust 8055,42.68,10/31/2024,11-06-2024,Ryan,1203.107,6,High
07-04-2023,South,Tablet,12,122.51,Store B,Wholesale,0.05,Diana,1396.614,Gift Card,WINTER15,0,REG100680,Cust 8088,43.47,07-04-2023,07-06-2023,Sophie,1396.614,2,High
5/16/2024,East,Laptop,11,222.13,Store D,Wholesale,0.15,Eva,2076.9155,Cash,WINTER15,1,REG100681,Cust 7806,9.88,5/16/2024,5/18/2024,Eric,0,2,Low
4/13/2024,West,Chair,15,553.01,Store A,Retail,0.1,Carlos,7465.635,Credit Card,SAVE10,1,REG100684,Cust 1935,23.3,4/13/2024,4/21/2024,Wendy,0,8,Medium
6/30/2024,South,Chair,20,284.82,Store D,Retail,0.1,Alice,5126.76,Credit Card,WINTER15,1,REG100685,Cust 8417,27,6/30/2024,07-06-2024,Sophie,0,6,Medium
8/29/2024,North,Desk,18,523.87,Store C,Retail,0.15,Diana,8015.211,Gift Card,WINTER15,0,REG100686,Cust 3370,42.63,8/29/2024,09-02-2024,Ryan,8015.211,4,High
1/30/2025,North,Phone,17,179.32,Store A,Retail,0.1,Bob,2743.596,Debit Card,SAVE10,1,REG100688,Cust 5760,26.74,1/30/2025,02-06-2025,Ryan,0,7,Medium
5/17/2023,South,Chair,1,396.35,Store B,Retail,0.15,Frank,336.8975,Debit Card,SAVE10,1,REG100689,Cust 3037,19.89,5/17/2023,5/25/2023,Sophie,0,8,Lower Medium
5/26/2025,East,Printer,10,149.67,Store D,Retail,0.1,Carlos,1347.03,Cash,FREESHIP,1,REG100691,Cust 5297,49.67,5/26/2025,06-02-2025,Eric,0,7,High
2/22/2024,West,Tablet,6,345.9,Store B,Retail,0.15,Frank,1764.09,Credit Card,WINTER15,0,REG100693,Cust 1344,30.58,2/22/2024,03-03-2024,Wendy,1764.09,10,Upper Medium
02-03-2025,East,Tablet,15,342.04,Store C,Retail,0.15,Diana,4361.01,Gift Card,WINTER15,0,REG100694,Cust 4023,44.91,02-03-2025,02-08-2025,Eric,4361.01,5,High
01-09-2024,Central,Printer,11,404.88,Store A,Wholesale,0.05,Alice,4230.996,Gift Card,SAVE10,0,REG100695,Cust 3721,18.92,01-09-2024,1/16/2024,Cameron,4230.996,7,Lower Medium
6/16/2024,South,Desk,12,348.88,Store C,Wholesale,0,Alice,4186.56,Credit Card,SAVE10,0,REG100698,Cust 6914,31.28,6/16/2024,6/21/2024,Sophie,4186.56,5,Upper Medium
11-01-2024,South,Phone,15,486.03,Store C,Wholesale,0,Alice,7290.45,Debit Card,WINTER15,0,REG100699,Cust 3287,14.9,11-01-2024,11-04-2024,Sophie,7290.45,3,Lower Medium
02-07-2025,East,Tablet,14,159.09,Store C,Retail,0.15,Bob,1893.171,Debit Card,FREESHIP,0,REG100700,Cust 9072,27.05,02-07-2025,02-10-2025,Eric,1893.171,3,Medium
6/24/2024,East,Laptop,9,265.43,Store D,Wholesale,0.05,Eva,2269.4265,Credit Card,FREESHIP,0,REG100703,Cust 4307,40.18,6/24/2024,6/27/2024,Eric,2269.4265,3,High
06-01-2025,West,Monitor,12,290.28,Store B,Retail,0.1,Carlos,3135.024,Cash,FREESHIP,1,REG100704,Cust 4618,5.55,06-01-2025,06-07-2025,Wendy,0,6,Low
11-11-2024,Central,Desk,2,239.69,Store C,Retail,0,Diana,479.38,Credit Card,WINTER15,0,REG100706,Cust 9873,28.96,11-11-2024,11/19/2024,Cameron,479.38,8,Medium
10/17/2024,Central,Tablet,8,39.79,Store C,Retail,0.1,Bob,286.488,Credit Card,SAVE10,0,REG100707,Cust 3652,46.16,10/17/2024,10/26/2024,Cameron,286.488,9,High
05-10-2023,East,Printer,18,206.8,Store A,Retail,0.05,Frank,3536.28,Debit Card,FREESHIP,1,REG100708,Cust 5569,39.25,05-10-2023,5/13/2023,Eric,0,3,Upper Medium
7/29/2023,East,Laptop,18,175.81,Store C,Retail,0,Eva,3164.58,Gift Card,WINTER15,1,REG100709,Cust 5369,26.97,7/29/2023,08-07-2023,Eric,0,9,Medium
8/26/2023,Central,Phone,14,547.36,Store C,Retail,0.15,Diana,6513.584,Online,FREESHIP,0,REG100710,Cust 9044,25.24,8/26/2023,8/29/2023,Cameron,6513.584,3,Medium
12/28/2023,East,Laptop,19,374.8,Store A,Retail,0.05,Carlos,6765.14,Online,WINTER15,0,REG100711,Cust 1887,41.67,12/28/2023,01-03-2024,Eric,6765.14,6,High
03-10-2025,North,Tablet,9,507.74,Store D,Retail,0.15,Bob,3884.211,Cash,FREESHIP,1,REG100712,Cust 1559,22.08,03-10-2025,3/17/2025,Ryan,0,7,Medium
09-09-2023,Central,Desk,1,223.56,Store B,Wholesale,0.15,Bob,190.026,Credit Card,WINTER15,0,REG100713,Cust 1722,37.84,09-09-2023,9/14/2023,Cameron,190.026,5,Upper Medium
5/21/2025,West,Monitor,1,319.49,Store C,Wholesale,0.15,Diana,271.5665,Online,FREESHIP,1,REG100715,Cust 9555,18.1,5/21/2025,5/31/2025,Wendy,0,10,Lower Medium
4/14/2023,East,Laptop,20,87.47,Store B,Retail,0,Carlos,1749.4,Online,WINTER15,0,REG100718,Cust 5016,48.48,4/14/2023,4/23/2023,Eric,1749.4,9,High
03-05-2023,South,Monitor,17,465.6,Store C,Retail,0.1,Bob,7123.68,Debit Card,SAVE10,0,REG100719,Cust 5528,7.76,03-05-2023,03-10-2023,Sophie,7123.68,5,Low
7/17/2024,North,Desk,17,279.38,Store B,Wholesale,0.05,Frank,4511.987,Credit Card,WINTER15,0,REG100720,Cust 6922,30.3,7/17/2024,7/20/2024,Ryan,4511.987,3,Upper Medium
05-06-2025,North,Laptop,15,281.73,Store B,Wholesale,0.1,Bob,3803.355,Credit Card,WINTER15,0,REG100722,Cust 3368,36.87,05-06-2025,05-10-2025,Ryan,3803.355,4,Upper Medium
1/15/2023,North,Desk,15,185,Store B,Wholesale,0,Alice,2775,Cash,FREESHIP,0,REG100723,Cust 2871,29.31,1/15/2023,1/17/2023,Ryan,2775,2,Medium
01-09-2024,Central,Monitor,19,380.82,Store D,Wholesale,0.1,Diana,6512.022,Credit Card,SAVE10,0,REG100724,Cust 6229,48.73,01-09-2024,01-12-2024,Cameron,6512.022,3,High
07-12-2023,South,Chair,4,444.87,Store B,Retail,0.15,Carlos,1512.558,Online,FREESHIP,0,REG100725,Cust 4560,47.14,07-12-2023,7/21/2023,Sophie,1512.558,9,High
6/21/2025,East,Chair,7,590.79,Store B,Retail,0.05,Eva,3928.7535,Cash,FREESHIP,1,REG100726,Cust 7099,41.39,6/21/2025,6/26/2025,Eric,0,5,High
12/29/2024,North,Printer,5,34.58,Store A,Retail,0.1,Frank,155.61,Gift Card,WINTER15,0,REG100727,Cust 6333,27.1,12/29/2024,01-02-2025,Ryan,155.61,4,Medium
04-03-2024,Central,Desk,5,84.91,Store A,Retail,0.1,Carlos,382.095,Cash,FREESHIP,1,REG100729,Cust 6657,29.06,04-03-2024,04-09-2024,Cameron,0,6,Medium
1/17/2024,East,Laptop,7,322.11,Store C,Wholesale,0.1,Diana,2029.293,Debit Card,SAVE10,0,REG100730,Cust 1267,19.91,1/17/2024,1/27/2024,Eric,2029.293,10,Lower Medium
10-12-2024,Central,Laptop,2,48.02,Store C,Retail,0.05,Carlos,91.238,Debit Card,FREESHIP,1,REG100733,Cust 4803,25.81,10-12-2024,10/15/2024,Cameron,0,3,Medium
7/27/2024,Central,Chair,1,534.28,Store D,Wholesale,0.1,Eva,480.852,Online,FREESHIP,0,REG100734,Cust 8633,31.3,7/27/2024,08-01-2024,Cameron,480.852,5,Upper Medium
01-10-2025,West,Tablet,3,98.15,Store D,Wholesale,0.15,Diana,250.2825,Debit Card,SAVE10,0,REG100735,Cust 7235,46.37,01-10-2025,1/18/2025,Wendy,250.2825,8,High
